date,mvrv_z,mvrv,CapMrktCurUSD,cap_realizado
2013-06-12,1.6935155022175796,2.11326913,1199986618.4765875,567834262.773993
2013-06-13,1.5392461976428635,2.01619261,1143444218.8040175,567130448.3176423
2013-06-14,1.4728593185633037,1.97525553,1120071870.5583663,567051631.3189951
2013-06-15,1.4886344042035768,1.98785838,1127975169.678079,567432358.8776374
2013-06-16,1.4597763784133038,1.97078129,1118983801.8092291,567786901.3102053
2013-06-17,1.4886313460325364,1.99247389,1131638994.8992243,567956749.9372473
2013-06-18,1.6074706104290506,2.07413684,1179053256.332172,568454903.0680984
2013-06-19,1.6058822928305405,2.07549068,1180855103.9925802,568952255.6625406
2013-06-20,1.5984076533486307,2.07320647,1180197648.0023773,569261993.477368
2013-06-21,1.5094701927213583,2.01650897,1147741147.2686293,569172349.0169396
2013-06-22,1.4650819962021513,1.9886398,1132593774.1355276,569531885.1284821
2013-06-23,1.469689938088274,1.99397986,1136123648.4934285,569776892.5777557
2013-06-24,1.42862816609438,1.96797679,1122122201.3206155,570190770.0449127
2013-06-25,1.3903614547787204,1.94416036,1108764901.010749,570305271.0172268
2013-06-26,1.4103634692649765,1.95910003,1118474982.9060793,570912646.5104895
2013-06-27,1.3545905378815766,1.92349796,1097930048.4829865,570798655.0102639
2013-06-28,1.1415312357521852,1.78128607,1014611777.0377716,569595077.4699382
2013-06-29,1.1212664651359956,1.76821188,1007870547.3911984,569994217.7694216
2013-06-30,1.140474159190286,1.78301213,1015972024.1892608,569806568.9487267
2013-07-01,0.9481700291520416,1.65189371,941209016.6120192,569775773.6555697
2013-07-02,1.0878098622836452,1.74762367,997754431.1692209,570920644.0132623
2013-07-03,0.7994518260352219,1.55181119,883071892.5020887,569058850.840023
2013-07-04,0.8425341214546078,1.58276019,899806198.6680473,568504442.020397
2013-07-05,0.5176548920081894,1.36137275,767229523.1070461,563570501.251069
2013-07-06,0.49562760948949824,1.34844416,754959359.3341,559874395.7881801
2013-07-07,0.6615277496450307,1.46501861,820931924.913814,560355970.4363168
2013-07-08,0.7153374705633271,1.50296907,842678930.7251656,560676162.6339827
2013-07-09,0.7419400967862653,1.52222014,853313924.2172979,560571957.8886257
2013-07-10,1.0244420373743794,1.71733658,969055184.2081405,564277961.2882528
2013-07-11,1.0929177602250166,1.76516035,997748975.538166,565245517.5180918
2013-07-12,1.1602577837028014,1.81083744,1027164025.2222648,567231493.3041503
2013-07-13,1.1982645876678093,1.83583015,1045157621.0198286,569310630.9534292
2013-07-14,1.147470200928714,1.80117415,1026141810.2478448,569707160.3253049
2013-07-15,1.25545949954378,1.87663807,1071090138.1246268,570749445.6427747
2013-07-16,1.196958475875629,1.83749352,1048455135.85242,570589841.2378727
2013-07-17,1.1750915311962098,1.8238974,1040309905.5094006,570377426.6630353
2013-07-18,1.0048181160484315,1.7072557,971287993.0724019,568917704.0512455
2013-07-19,1.0414944210822585,1.7344736,986256159.2696025,568619873.6432786
2013-07-20,1.0037780808887324,1.70903901,971464273.6029056,568427208.4596276
2013-07-21,1.0243593115677092,1.72424963,980511137.9098779,568659619.1468389
2013-07-22,1.0233856940418995,1.72449453,980689069.3884345,568682041.2172804
2013-07-23,1.0594045174207107,1.75049177,996201703.9889263,569098193.4687567
2013-07-24,1.0905650149008175,1.77287254,1010006369.1996826,569700498.1529481
2013-07-25,1.1447858259718346,1.81143598,1033415205.0483528,570495019.6740339
2013-07-26,1.137369675490301,1.80661592,1031696975.948226,571066027.1100821
2013-07-27,1.084219339591148,1.76941732,1011243794.396458,571512318.188712
2013-07-28,1.210260375568333,1.85884089,1064171803.5196216,572492142.4122651
2013-07-29,1.2241425232431662,1.869772,1070930477.4557556,572759928.7270082
2013-07-30,1.3141166344208561,1.93317595,1109984156.8689988,574176477.2466773
2013-07-31,1.3465874408311822,1.95512089,1126123141.31779,575986450.2894193
2013-08-01,1.3025304153546096,1.92448734,1109819030.9985118,576682947.1575073
2013-08-02,1.2822193089005547,1.90836477,1104608731.1131315,578824734.3892916
2013-08-03,1.2547059674112788,1.88398021,1098486159.2511232,583066718.7587513
2013-08-04,1.2756257113464706,1.89918712,1108794709.9167907,583825942.2888203
2013-08-05,1.3031282388856857,1.91794773,1122621651.9925427,585324424.8697761
2013-08-06,1.3044332797646587,1.91969225,1124743992.2394073,585898074.1519414
2013-08-07,1.28433921186962,1.90613164,1118090163.2384176,586575522.7894007
2013-08-08,1.2046772868952,1.85073304,1086351798.3907125,586984602.8094428
2013-08-09,1.1534810635188826,1.81530455,1066235602.3404772,587359075.555932
2013-08-10,1.1741537272561509,1.83035886,1076189159.8915143,587966208.9277478
2013-08-11,1.1989888136655502,1.84834368,1087977184.081411,588622773.9212499
2013-08-12,1.2291250869906243,1.87013093,1102054997.7442284,589292963.4312975
2013-08-13,1.2836369957816667,1.90506811,1129204302.8443928,592736971.9313567
2013-08-14,1.3171646855725652,1.92870802,1145355378.3299043,593845914.701959
2013-08-15,1.2845125083883637,1.90518517,1134044440.8692153,595241060.4105297
2013-08-16,1.2863251378271856,1.90684121,1136591430.502224,596059821.1018441
2013-08-17,1.3191565092530875,1.92994937,1152554547.2100892,597194188.1615729
2013-08-18,1.3038936213506511,1.91982911,1147801318.6184745,597866400.0039433
2013-08-19,1.397378486335571,1.98520771,1189988562.0702424,599427735.4837809
2013-08-20,1.4389833704207198,2.01417621,1210354339.8885968,600917801.471102
2013-08-21,1.6030523908525793,2.12829753,1283881982.2616355,603243655.6281844
2013-08-22,1.5627469756087198,2.10024403,1269660463.9345877,604529971.6598113
2013-08-23,1.5072603189577531,2.06093411,1249024180.0524876,606047604.3324295
2013-08-24,1.534924151892413,2.08130944,1263266573.0667617,606957595.4389375
2013-08-25,1.642319937108736,2.15729459,1312420941.7375212,608364266.9022413
2013-08-26,1.610037151791273,2.13483001,1301692972.2303731,609740806.590204
2013-08-27,1.7529292315366416,2.23422335,1367690448.2567008,612154755.3679898
2013-08-28,1.7588134772658364,2.23736392,1374693335.0953615,614425450.7757332
2013-08-29,1.7632212272285799,2.23910779,1381275915.5939937,616886744.6948563
2013-08-30,1.9132931189764268,2.34219842,1452234606.6235754,620030563.6887825
2013-08-31,1.9936073086092019,2.39605237,1493564144.4711514,623343697.8137299
2013-09-01,2.037908841447982,2.42498554,1519396350.386524,626558932.1355392
2013-09-02,2.0003073854757862,2.39758629,1508790670.616328,629295669.9449295
2013-09-03,1.9743045266269095,2.37429811,1504962196.1589904,633855618.1384445
2013-09-04,1.7935350079049304,2.2514393,1427948371.6106348,634238005.7106736
2013-09-05,1.782543937406395,2.24501895,1426641209.9716427,635469562.50487
2013-09-06,1.659562510828327,2.16099099,1374619240.9086456,636105956.6049582
2013-09-07,1.704454449130427,2.19342788,1397841319.7749674,637286200.5268973
2013-09-08,1.65376356653006,2.15970205,1377799328.1506035,637958059.1455213
2013-09-09,1.7279368966755686,2.21003514,1415782620.8170395,640615434.2039284
2013-09-10,1.745642575965001,2.22281192,1427531142.4900775,642218592.4259744
2013-09-11,1.861791473070266,2.30280245,1485081826.0684192,644901965.4588343
2013-09-12,1.840913363867338,2.28428174,1482163619.7065523,648853245.0933799
2013-09-13,1.8496703843403046,2.29152617,1490143761.5314112,650284417.8870587
2013-09-14,1.761175335845552,2.22795516,1455040679.577894,653083466.7147852
2013-09-15,1.7736127475041894,2.23809743,1464124509.9748642,654182651.0094622
2013-09-16,1.7942605394088997,2.25259491,1477817489.4534793,656051153.6685836
2013-09-17,1.80525567223375,2.26165636,1486495300.3342347,657259576.0455115
2013-09-18,1.7974892412879286,2.25652894,1487095731.9570744,659019126.9415203
2013-09-19,1.7153081193423276,2.19436054,1455778304.7065315,663418010.9283826
2013-09-20,1.6784976931122497,2.17030968,1441629837.4185216,664250752.1869053
2013-09-21,1.688170047119708,2.17848848,1449093328.1527317,665182919.9265409
2013-09-22,1.671691516524191,2.16687478,1445220763.3623857,666960904.5716918
2013-09-23,1.6603742343743249,2.16034239,1442822936.2453976,667867715.2862781
2013-09-24,1.677204031477953,2.17210146,1454419613.7691677,669591011.5401182
2013-09-25,1.6666550963976545,2.16519894,1452902992.2411437,671025172.5142374
2013-09-26,1.6875016728762238,2.18059655,1466003013.6950533,672294475.4246508
2013-09-27,1.7290772092611286,2.21042861,1489137138.583718,673687054.1065418
2013-09-28,1.7282679009559097,2.21128719,1491947162.079724,674696244.2629281
2013-09-29,1.7300422309350028,2.21364079,1496159404.7674823,675881747.1770035
2013-09-30,1.6982517051463768,2.19174983,1484686328.3955572,677397715.7765114
2013-10-01,1.7280225532417672,2.21273466,1502770219.4961276,679146147.372287
2013-10-02,1.1556213656012935,1.81680607,1226799379.0197356,675250594.5886319
2013-10-03,1.480746743637027,2.04455417,1386122765.6461065,677958444.9191221
2013-10-04,1.5826081519853603,2.11654681,1438011746.3037417,679414100.132159
2013-10-05,1.5648960946698491,2.10462698,1432343798.268721,680568961.5690098
2013-10-06,1.586332663628358,2.12014896,1445675300.8478029,681874400.394868
2013-10-07,1.6057728204354835,2.126249,1463057012.7486484,688092980.9954753
2013-10-08,1.6212825165927638,2.13762894,1473712894.0913742,689414737.2889582
2013-10-09,1.6431547022278543,2.15267013,1488057525.9822075,691261287.6651971
2013-10-10,1.656460642941333,2.16263506,1497777548.195321,692570640.2796046
2013-10-11,1.6638873558406235,2.16817047,1504875330.897519,694076112.427414
2013-10-12,1.6721882793800042,2.174057,1512606987.9574847,695753141.6874005
2013-10-13,1.7755384283391444,2.2466238,1567339903.1262674,697642348.0986302
2013-10-14,1.8365489921659777,2.28766824,1602790253.0088177,700621805.6376994
2013-10-15,1.971786499136912,2.37863355,1676598789.1738577,704857958.9629759
2013-10-16,1.8820197672172434,2.31116231,1639810397.0114093,709517626.6574758
2013-10-17,1.9989985923548905,2.38998533,1704652669.2151957,713248172.6217104
2013-10-18,2.1999900215337487,2.52745724,1812451441.576331,717104690.3948139
2013-10-19,2.4855299696863344,2.71725799,1967567120.8951907,724100224.6147377
2013-10-20,2.4845331237214707,2.71537286,1977029419.9140136,728087640.9415146
2013-10-21,2.7549217634431704,2.87138391,2137214991.9755812,744315305.4290051
2013-10-22,2.952596137890887,2.97641992,2263020795.417627,760316372.0990103
2013-10-23,3.226246596056434,3.12646993,2432895570.4868827,778160553.2623442
2013-10-24,2.9586119101300863,2.94581752,2312767940.308798,785102242.2830855
2013-10-25,2.6902130370674775,2.72008931,2209572235.7949986,812316061.7086498
2013-10-26,2.5412255711662617,2.63011758,2140934160.0580127,814007014.8719407
2013-10-27,2.8515960281956856,2.83044183,2317285644.51419,818701031.0380378
2013-10-28,2.866516173031119,2.84330802,2338733568.2027926,822539644.5801861
2013-10-29,3.0080436428624746,2.92026025,2436705089.238289,834413675.7120496
2013-10-30,2.838362238776115,2.81514522,2359863678.14306,838274225.2078421
2013-10-31,2.930074881556311,2.87412323,2425126130.0443306,843779454.1065418
2013-11-01,2.896962618884406,2.85280581,2423240758.0521526,849423661.9814485
2013-11-02,2.9118711853729797,2.86731813,2445230033.221009,852793419.6199598
2013-11-03,3.003023995522402,2.92760426,2511700501.1634665,857937165.7163345
2013-11-04,3.3363688734653523,3.1028572,2733981942.237586,881117552.6342579
2013-11-05,3.588929187559352,3.23550814,2912502205.740773,900168406.2339504
2013-11-06,3.938198418299825,3.44238515,3147490420.3602624,914334184.9357741
2013-11-07,4.382895104375941,3.65033333,3470383248.6146903,950703109.7937268
2013-11-08,5.136531618155543,4.05004446,3993348230.4100823,986001084.6424345
2013-11-09,4.960042612039536,3.9318261,3962273330.7985,1007743788.7699306
2013-11-10,4.78845602584856,3.83414476,3921872793.421458,1022880730.6225594
2013-11-11,4.970563326440834,3.93601752,4104735225.964338,1042865080.0223923
2013-11-12,5.072002476735024,3.97746675,4249624605.7628994,1068424922.9142895
2013-11-13,5.654435399161817,4.2842717,4728901632.958957,1103781917.6965263
2013-11-14,5.8728799871744,4.37591685,4996939801.062879,1141918361.8772094
2013-11-15,5.562475483831464,4.19286144,4899015075.351959,1168418070.918165
2013-11-16,5.879651173867232,4.38705732,5229805659.898808,1192098775.6546586
2013-11-17,6.506340524962207,4.73725385,5826545586.004729,1229941601.2939076
2013-11-18,8.82558957027435,5.88406778,7899304673.5368,1342490428.2011518
2013-11-19,6.760655738647024,4.73213355,6569699293.6366005,1388316543.5254042
2013-11-20,7.1822787857610715,4.91891962,7154302952.639276,1454445997.3589234
2013-11-21,8.575341256271916,5.68827806,8664265762.149416,1523179013.184425
2013-11-22,9.04840597373243,5.68433725,9655268663.116905,1698574211.6403995
2013-11-23,8.890242633850393,5.59412815,10036147278.0914,1794050298.6316822
2013-11-24,8.128393992520357,5.296892,9713193626.185358,1833753383.3397696
2013-11-25,7.827635621335458,5.13246251,9825949964.087608,1914470869.47891
2013-11-26,8.35277776588762,5.08521124,11031632653.28196,2169355830.591211
2013-11-27,8.359411310413822,5.07240404,11599523735.799128,2286790177.660833
2013-11-28,8.30805569037498,5.00804872,12139861320.258245,2424070131.7015634
2013-11-29,8.913072743264065,5.25316203,13606971765.944044,2590244064.0963902
2013-11-30,8.3462303361737,5.06423911,13498231256.36596,2665401645.374908
2013-12-01,6.663953878842167,4.31245878,11635980790.70606,2698224234.5528135
2013-12-02,7.0504497098343215,4.55216972,12560905292.9521,2759322711.050435
2013-12-03,6.884707564645988,4.5167953,12720803700.708138,2816333895.1198735
2013-12-04,7.234592598078413,4.71817918,13707359422.576458,2905222311.327409
2013-12-05,6.156748312280215,4.1962207,12413127183.57118,2958168330.7484713
2013-12-06,4.489969635143444,3.37225697,9966834404.933245,2955538232.58411
2013-12-07,3.509328850994285,2.86818513,8509735774.126515,2966940901.1009393
2013-12-08,4.052693910785262,3.17322401,9478800440.282375,2987119853.628731
2013-12-09,4.802101214854638,3.60228356,10843715165.309874,3010233643.3808875
2013-12-10,5.2715321074150365,3.88194448,11829651680.430897,3047352104.4357896
2013-12-11,4.441689179631678,3.43846013,10602057499.42278,3083373690.135758
2013-12-12,4.353466589716717,3.41655496,10579709783.987026,3096601666.8401628
2013-12-13,4.313964979926684,3.40755236,10654176526.3605,3126636189.4907174
2013-12-14,4.081870348501999,3.3146272,10339677758.523289,3119408951.4873013
2013-12-15,4.094685764242694,3.34036895,10479352569.42843,3137184163.272872
2013-12-16,2.8195103943727644,2.62754698,8224916173.90927,3130264172.825283
2013-12-17,2.83056410814917,2.64569174,8285802128.534398,3131809349.99419
2013-12-18,1.7890850080714744,2.04906035,6388734258.019822,3117884867.578362
2013-12-19,2.821491992558004,2.65997338,8328266413.950219,3130958556.416162
2013-12-20,2.2488353811778548,2.33082877,7294550562.680974,3129595213.7577972
2013-12-21,2.1891481393340992,2.28074868,7258264529.66744,3182404354.0244164
2013-12-22,2.320348299847423,2.38571042,7479444000.956697,3135101367.81676
2013-12-23,2.5785340680343567,2.54494127,8004147786.483797,3145120824.9233184
2013-12-24,2.484450247402416,2.46859013,7918550774.870092,3207721961.875499
2013-12-25,2.636790999038511,2.56119713,8257497461.986458,3224077274.358986
2013-12-26,3.0604146572936846,2.81662728,9133825877.176537,3242823763.7379327
2013-12-27,2.857199932189726,2.69881739,8803142106.234312,3261851705.4369183
2013-12-28,2.7940752845544217,2.67127051,8723978064.968456,3265853470.2157354
2013-12-29,2.8428770783796895,2.70995202,8866192331.1518,3271715611.8327885
2013-12-30,2.873875849450051,2.73973508,8972642048.597748,3275003526.4715257
2013-12-31,2.815183917440181,2.71424112,8900576826.673786,3279213759.2675576
2014-01-01,2.9333891080259433,2.79859382,9183165093.455942,3281349736.367224
2014-01-02,3.0990947724770725,2.90688604,9583074897.837929,3296680628.676427
2014-01-03,3.1976600698845674,2.97276592,9858181723.776413,3316164807.142438
2014-01-04,3.269657953265381,3.00082617,10122194340.197912,3373135852.183638
2014-01-05,3.6540191353696496,3.23751863,11029131128.078058,3406661826.0905757
2014-01-06,3.675367368150675,3.25855458,11179698056.752884,3430876415.3807373
2014-01-07,3.005346017090081,2.85648041,9824903933.288067,3439513850.2938538
2014-01-08,3.06665457404958,2.89105715,10040908200.522083,3473092256.4163365
2014-01-09,3.098518588866696,2.91922133,10175445727.85334,3485671203.921129
2014-01-10,3.1935977042667485,2.98942387,10448273116.754469,3495079176.160612
2014-01-11,3.3536765364959753,3.08800818,10896894253.595793,3528777651.617423
2014-01-12,3.076934300232314,2.92251348,10357811150.308756,3544144867.488774
2014-01-13,2.929486246303577,2.83904175,10087826041.53968,3553250332.2783756
2014-01-14,2.862376430617274,2.80186801,9998161334.875166,3568391265.823819
2014-01-15,2.9719019471952617,2.87183201,10318376649.711952,3592959690.463215
2014-01-16,2.8114224407418713,2.77584537,10012569710.009302,3607034389.674704
2014-01-17,2.6696908981399123,2.69438096,9733004778.696543,3612334307.28242
2014-01-18,2.7416743891877307,2.74847429,9944659822.824736,3618247352.3609843
2014-01-19,2.8708781738525,2.83776277,10299980451.51209,3629612933.2587204
2014-01-20,2.7990034587018724,2.79830469,10186783630.981592,3640341120.602414
2014-01-21,2.752768799761732,2.77609902,10127927256.795616,3648258647.7753286
2014-01-22,2.706531279943941,2.75067841,10072336523.972544,3661764489.57279
2014-01-23,2.6479194717366155,2.72035724,9976871686.178234,3667485850.5635953
2014-01-24,2.4779716285036444,2.61463948,9612946133.97756,3676585704.2660275
2014-01-25,2.5803528887503187,2.68630023,9903784380.883541,3686774944.319437
2014-01-26,2.6152766581252056,2.7159709,10031182805.819489,3693405848.28044
2014-01-27,2.241269605456759,2.47713004,9150166197.270039,3693857831.2465334
2014-01-28,2.465758978876219,2.62930512,9738106157.737011,3703680521.390766
2014-01-29,2.466154021666192,2.63373693,9780656581.472433,3713604221.4635434
2014-01-30,2.481565190744557,2.64884556,9859251033.905348,3722093572.682791
2014-01-31,2.4862846668050618,2.65797129,9909353329.872757,3728164170.6042495
2014-02-01,2.516960416625251,2.67963991,10036340766.906248,3745406511.319742
2014-02-02,2.5088895609822344,2.68024654,10055818147.18954,3751825810.467995
2014-02-03,2.4582543063802897,2.65176796,9966954727.41484,3758607418.80856
2014-02-04,2.4124452824254057,2.627458,9884938387.457537,3762167991.822338
2014-02-05,2.277089773491631,2.49283475,9695439645.56509,3889323047.0110745
2014-02-06,2.1662746607457506,2.4248508,9440554067.322319,3893251521.834794
2014-02-07,1.911755477050858,2.26379227,8800421618.810806,3887468711.433848
2014-02-08,1.7453881155422137,2.15811443,8384380163.137503,3885048932.802652
2014-02-09,1.7860943298115957,2.18797536,8507055353.318679,3888094678.2319703
2014-02-10,1.7712118571598316,2.1809637,8485614111.043494,3890763569.812507
2014-02-11,1.7031030109978116,2.13932234,8320530164.578434,3889329816.7392735
2014-02-12,1.6147221643788374,2.08400611,8098876509.86241,3886205741.4325
2014-02-13,1.419315662572809,1.95543342,7595585201.945317,3884348668.821113
2014-02-14,1.6773982204781082,2.12998114,8291149398.347711,3892592869.7883735
2014-02-15,1.6053135331272272,2.08368328,8115544903.131341,3894807325.5794144
2014-02-16,1.4560875814628398,1.98508729,7732551314.690254,3895320550.20626
2014-02-17,1.4916012979746027,2.01155832,7835297830.950292,3895138288.08617
2014-02-18,1.469507460712481,1.99849686,7787431379.864646,3896644290.8820214
2014-02-19,1.4514095067563821,1.9894402,7744221840.464212,3892663795.8075905
2014-02-20,1.172206181455285,1.80129677,7004367602.957469,3888513941.5186257
2014-02-21,1.247422779889297,1.85383269,7212264676.099229,3890461482.85325
2014-02-22,1.3701811534956143,1.93944631,7548070807.62529,3891868915.7346616
2014-02-23,1.3813336761588624,1.94857991,7587404609.210057,3893812396.5416727
2014-02-24,1.0732112222625887,1.7420652,6746591444.292443,3872754845.3941007
2014-02-25,1.0438312953301454,1.72827883,6642253041.785351,3843276285.334902
2014-02-26,1.2898506429810617,1.89989181,7315406185.332312,3850433033.5169516
2014-02-27,1.2791702643525507,1.89448535,7290958290.631046,3848516585.5893507
2014-02-28,1.1177586166602222,1.78120748,6868755087.551784,3856235258.7649045
2014-03-01,1.192537106631798,1.83532329,7073130818.958252,3853888226.3943
2014-03-02,1.1508454467762428,1.80787101,6962838071.332601,3851402026.3716717
2014-03-03,1.6850739864779583,2.18083347,8436104146.5618515,3868293596.2835584
2014-03-04,1.671098578981592,2.17294282,8413747135.726302,3872051789.9897165
2014-03-05,1.645645496397617,2.15549405,8364313757.800142,3880462466.5051346
2014-03-06,1.6272209463965788,2.14266138,8334434857.788749,3889758286.392761
2014-03-07,1.4145617937004211,1.96402906,7888419606.475515,4016447499.2419486
2014-03-08,1.3642156021938747,1.93041869,7763093994.50467,4021456088.629493
2014-03-09,1.4203414978436673,1.95221351,8003962626.414499,4099942237.575489
2014-03-10,1.358717107991807,1.9107893,7851020395.6799345,4108783943.724164
2014-03-11,1.3796032318156348,1.92512349,7923456808.115389,4115817426.4007287
2014-03-12,1.378140516461711,1.92370225,7937759339.556509,4126293109.838858
2014-03-13,1.4133941663042242,1.94782915,8050245905.561141,4132932246.938157
2014-03-14,1.343909739427101,1.90343662,7863118514.197157,4131011472.3952074
2014-03-15,1.3764429557530762,1.92641386,7964735259.477676,4134488141.337229
2014-03-16,1.3642320045365084,1.91927821,7941785799.804257,4137902341.841445
2014-03-17,1.310678532202864,1.88442201,7801419760.842789,4139953640.661833
2014-03-18,1.2697245139518099,1.85742156,7697798742.521833,4144346608.382124
2014-03-19,1.2504387708475355,1.84533875,7652644865.156567,4147013584.988971
2014-03-20,1.14360744765689,1.77477734,7355613307.533916,4144527396.058548
2014-03-21,1.0620465844930715,1.71786219,7146185249.9239645,4159929295.5647187
2014-03-22,1.0384297941247502,1.7024792,7085934876.698491,4162127135.9429774
2014-03-23,1.0121260756123964,1.68536505,7016884365.2869625,4163421073.2487674
2014-03-24,1.1258187253501637,1.76264446,7346833013.688013,4168074265.91748
2014-03-25,1.117573854969953,1.75724218,7333400690.598088,4173244174.344875
2014-03-26,1.0958320001823436,1.74314104,7278830236.531152,4175697817.619595
2014-03-27,0.6731822113893778,1.4579435,6073572051.880776,4165848712.1625605
2014-03-28,0.7434862983307363,1.50668923,6270548923.201024,4161806428.5234346
2014-03-29,0.7034891337912816,1.47991892,6157703070.554058,4160838129.263229
2014-03-30,0.5704915169718259,1.38999605,5775007986.087655,4154693810.883603
2014-03-31,0.55773605731327,1.38223661,5731621497.269757,4146628338.3058105
2014-04-01,0.6629184889496293,1.45469684,6031394283.390249,4146152048.690949
2014-04-02,0.48842642527597,1.33564877,5529937933.139614,4140263561.31007
2014-04-03,0.534967536258942,1.36778873,5663605611.19208,4140702059.4416504
2014-04-04,0.5371955213457322,1.36964635,5669310246.392928,4139251162.457322
2014-04-05,0.5948834707972572,1.41084013,5821998222.68565,4126617962.508374
2014-04-06,0.5811277434888881,1.40141439,5785370029.689896,4128236495.195326
2014-04-07,0.5376622094307915,1.37167544,5661194979.476452,4127211740.0282764
2014-04-08,0.5568809364327908,1.38533994,5715049689.512991,4125377118.27827
2014-04-09,0.5125666699147462,1.35469234,5591057529.487976,4127178817.2124577
2014-04-10,0.18493528759995906,1.1286601,4633872976.04614,4105640817.8566246
2014-04-11,0.4314303776190306,1.30082437,5330671997.884658,4097918305.3625126
2014-04-12,0.4419984888643605,1.30827456,5361824672.730246,4098394050.1986413
2014-04-13,0.40718649492652337,1.28401659,5263783538.128889,4099466922.0970807
2014-04-14,0.6042191524623677,1.42132931,5831700454.103345,4102990357.740069
2014-04-15,0.869065458018644,1.60547388,6599314961.691705,4110509080.1550164
2014-04-16,0.9055378440967914,1.62848084,6726256095.593714,4130387002.6457996
2014-04-17,0.7641468920310797,1.53010414,6327888316.760624,4135593226.197417
2014-04-18,0.6910241424700847,1.48000554,6116912219.011133,4133033325.6800733
2014-04-19,0.7842308455730683,1.54481447,6389235165.76176,4135923950.6358066
2014-04-20,0.7722765802997621,1.53703688,6355890527.831336,4135158115.2895536
2014-04-21,0.7564817095289234,1.52622244,6314013272.666976,4137020336.7387104
2014-04-22,0.7191911366723517,1.50076937,6207119787.1933365,4135958469.883575
2014-04-23,0.7213721195361923,1.5016104,6223465666.190264,4144527546.020102
2014-04-24,0.7758841848360755,1.53947611,6385937386.2824335,4148123731.704049
2014-04-25,0.6149486443681724,1.42807837,5920295989.25818,4145638022.133323
2014-04-26,0.5834617365347022,1.4063299,5830785366.392412,4146100688.318162
2014-04-27,0.4936902386614735,1.34395279,5572218634.214096,4146141646.9949784
2014-04-28,0.5077680987165039,1.35421878,5609948670.955254,4142571904.7813334
2014-04-29,0.5353406542034594,1.37364362,5690153602.421555,4142379813.493077
2014-04-30,0.5405738352469682,1.37742743,5706507501.880846,4142873430.2763567
2014-05-01,0.5900545239400325,1.41200262,5852429338.715746,4144772294.2013707
2014-05-02,0.5549832559580554,1.38757157,5753084600.061298,4146153412.51284
2014-05-03,0.49717951016254175,1.34737725,5585943179.198117,4145790037.0502152
2014-05-04,0.4875311239761226,1.34079342,5558283855.615871,4145518446.5447865
2014-05-05,0.4693792225181759,1.32836701,5504428006.31726,4143755426.685325
2014-05-06,0.4607919276137242,1.32260352,5478377263.519906,4142116046.6289296
2014-05-07,0.5140543973853451,1.36002582,5633670637.626423,4142326237.325717
2014-05-08,0.5063675718086458,1.35471389,5612829624.751154,4143184524.926628
2014-05-09,0.559984828937579,1.39224562,5771453495.03259,4145427654.5201774
2014-05-10,0.5775912624973272,1.4045981,5825231023.284262,4147258225.1707883
2014-05-11,0.5003549872102185,1.3505933,5601910622.868257,4147740569.176714
2014-05-12,0.5102567399040109,1.3576711,5631358282.159968,4147807434.480979
2014-05-13,0.5007355238504259,1.35114784,5604101789.113076,4147659954.8966274
2014-05-14,0.526876552654954,1.36967388,5680351167.766373,4147228950.417287
2014-05-15,0.5362679773691484,1.37634402,5709247733.868237,4148125505.619036
2014-05-16,0.5445582269860322,1.38233452,5734022659.318975,4148071668.8743157
2014-05-17,0.5465911921845374,1.38379554,5742100713.4291115,4149529715.516435
2014-05-18,0.536474611129039,1.37668474,5715139122.43572,4151378275.9266443
2014-05-19,0.5386763768432109,1.37835145,5722672660.049138,4151824021.405526
2014-05-20,0.7249277895396833,1.50867507,6273962196.2835,4158590753.596465
2014-05-21,0.7393476025921254,1.51856262,6322158427.653644,4163251712.104993
2014-05-22,0.8805462453788805,1.61686251,6745285259.726208,4171836020.693069
2014-05-23,0.8653642530877677,1.60608676,6707561732.68773,4176338352.1620774
2014-05-24,0.8804863731844128,1.61622687,6760722050.706626,4183027875.725532
2014-05-25,1.075255157542966,1.7510962,7347523620.56493,4195956578.8361197
2014-05-26,1.1229416557341767,1.78420425,7497671961.121003,4202249804.7076187
2014-05-27,1.0620614920753795,1.7360648,7359634167.591395,4239262363.7040477
2014-05-28,1.0823293944962846,1.74983943,7429545074.228679,4245843902.5052023
2014-05-29,1.042119009283364,1.72220405,7318160444.586541,4249299288.656615
2014-05-30,1.2510511251178147,1.86223265,7968680869.470867,4279100610.4800425
2014-05-31,1.2772574667230232,1.87963895,8061425892.546091,4288816154.0524
2014-06-01,1.2827754115294698,1.88300736,8092203714.583295,4297489158.291604
2014-06-02,1.4204093702251817,1.97543263,8524764529.187895,4315391170.3827095
2014-06-03,1.4531329849479633,1.99693718,8641875393.251305,4327564972.900803
2014-06-04,1.3263295614822457,1.90998921,8278485521.476026,4334310098.786383
2014-06-05,1.397790998049162,1.95863649,8507491282.602697,4343578466.978678
2014-06-06,1.3461908165426442,1.92408683,8363519631.835956,4346747507.1465225
2014-06-07,1.371642664470709,1.94195206,8451830551.946989,4352234396.53139
2014-06-08,1.372444623093172,1.94276934,8467188872.85201,4358308883.365438
2014-06-09,1.3270419961291398,1.91093556,8347647699.263011,4368356460.5721245
2014-06-10,1.3335193242344134,1.91468487,8383845331.663904,4378707673.009347
2014-06-11,1.247328129778888,1.8557786,8135671860.200387,4383966848.308515
